0,1.13097335529233
0.005,1.1109407078175
0.01,1.05155243191694
0.015,0.954912386872022
0.02,0.824444094457635
0.025,0.664769458976564
0.03,0.481545033995339
0.035,0.281261636114106
0.04,0.071014404552616
0.045,-0.141748547693858
0.05,-0.349489986970584
0.055,-0.544850569223222
0.06,-0.720909548429896
0.065,-0.871429947479304
0.07,-0.991079506194287
0.075,-1.07561957930696
0.08,-1.12205529258048
0.085,-1.12874163772194
0.09,-1.0954417476213
0.095,-1.02333528748676
0.1,-0.914976664616747
0.105,-0.77420453724782
0.11,-0.606005828172929
0.115,-0.416339060515276
0.12,-0.211923274076104
0.125,-2.07756434921953E-16
0.13,0.211923274076103
0.135,0.416339060515277
0.14,0.606005828172929
0.145,0.774204537247819
0.15,0.914976664616746
0.155,1.02333528748676
0.16,1.0954417476213
0.165,1.12874163772194
0.17,1.12205529258048
0.175,1.07561957930696
0.18,0.991079506194287
0.185,0.871429947479305
0.19,0.720909548429896
0.195,0.544850569223222
0.2,0.349489986970584
0.205,0.141748547693857
0.21,-0.071014404552615
0.215,-0.281261636114106
0.22,-0.481545033995338
0.225,-0.664769458976564
0.23,-0.824444094457635
0.235,-0.954912386872023
0.24,-1.05155243191694
0.245,-1.1109407078175
0.25,-1.13097335529233
0.255,-1.1109407078175
0.26,-1.05155243191694
0.265,-0.954912386872022
0.27,-0.824444094457634
0.275,-0.664769458976565
0.28,-0.481545033995339
0.285,-0.281261636114105
0.29,-0.071014404552618
0.295,0.141748547693857
0.3,0.349489986970583
0.305,0.544850569223221
0.31,0.720909548429896
0.315,0.871429947479304
0.32,0.991079506194287
0.325,1.07561957930696
0.33,1.12205529258048
0.335,1.12874163772194
0.34,1.0954417476213
0.345,1.02333528748676
0.35,0.914976664616746
0.355,0.774204537247821
0.36,0.60600582817293
0.365,0.416339060515277
0.37,0.211923274076105
0.375,6.2326930476586E-16
0.38,-0.211923274076104
0.385,-0.416339060515276
0.39,-0.606005828172928
0.395,-0.77420453724782
0.4,-0.914976664616746
0.405,-1.02333528748676
0.41,-1.0954417476213
0.415,-1.12874163772194
0.42,-1.12205529258048
0.425,-1.07561957930696
0.43,-0.991079506194287
0.435,-0.871429947479305
0.44,-0.720909548429898
0.445,-0.544850569223222
0.45,-0.349489986970585
0.455,-0.14174854769386
0.46,0.071014404552617
0.465,0.281261636114105
0.47,0.481545033995342
0.475,0.664769458976565
