0,0
0.001,22303.6079690395
0.002,42836.0278009651
0.003,59966.7260644581
0.004,72335.308979871
0.005,78959.5548652636
0.006,79313.4149420785
0.007,73368.788251443
0.008,61597.7532251803
0.009,44935.0786966113
0.01,24703.9914503245
0.011,2511.09530491636
0.012,-19881.2135194362
0.013,-40694.7029175357
0.014,-58276.5189849809
0.015,-71230.4434914836
0.016,-78527.7712406992
0.017,-79589.0022539702
0.018,-74329.8613869319
0.019,-63167.9908402561
0.02,-46989.7840946618
0.021,-27079.9950745972
0.022,-5019.71246193497
0.023,17439.1987123772
0.024,38513.2172754576
0.025,56528.800017075
0.026,70055.2821551259
0.027,78018.490186693
0.028,79786.0448295339
0.029,75217.5799231848
0.03,64675.8892747365
0.031,48998.1162489562
0.032,29429.2740131386
0.033,7523.37576879078
0.034,-14979.9735216492
0.035,-36293.7237376858
0.036,-54725.2939483569
0.037,-68810.9847131576
0.038,-77432.2143021591
0.039,-79904.3482115368
0.04,-76031.067789182
0.041,-66119.9604149174
0.042,-50958.0931781272
0.043,-31749.5098112683
0.044,-10019.6144120712
0.045,12505.9649056092
0.046,34038.412676379
0.047,52867.7806215766
0.048,67498.7791369285
0.049,76769.5221706134
0.05,79943.7956488238
0.051,76769.5221706133
0.052,67498.7791369284
0.053,52867.7806215765
0.054,34038.4126763791
0.055,12505.9649056093
0.056,-10019.6144120711
0.057,-31749.5098112682
0.058,-50958.0931781271
0.059,-66119.9604149174
0.06,-76031.067789182
0.061,-79904.3482115368
0.062,-77432.2143021591
0.063,-68810.9847131577
0.064,-54725.2939483568
0.065,-36293.7237376857
0.066,-14979.9735216491
0.067,7523.37576879083
0.068,29429.2740131386
0.069,48998.1162489563
0.07,64675.8892747365
0.071,75217.5799231848
0.072,79786.0448295339
0.073,78018.4901866931
0.074,70055.2821551259
0.075,56528.800017075
0.076,38513.2172754577
0.077,17439.1987123773
0.078,-5019.71246193481
0.079,-27079.9950745971
0.08,-46989.7840946618
0.081,-63167.990840256
0.082,-74329.8613869319
0.083,-79589.0022539702
0.084,-78527.7712406992
0.085,-71230.4434914837
0.086,-58276.5189849809
0.087,-40694.7029175356
0.088,-19881.2135194364
0.089,2511.09530491609
0.09,24703.9914503243
0.091,44935.0786966112
0.092,61597.7532251801
0.093,73368.7882514429
0.094,79313.4149420785
0.095,78959.5548652636
0.096,72335.308979871
